sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 4, 2, 1, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,121.78524971008301
"(0, 4, 1, 2, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,121.78524971008301
"(4, 0, 2, 1, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,121.78524971008301
"(4, 0, 1, 2, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,121.78524971008301
"(1, 4, 2, 0, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,117.42998003959656
"(1, 4, 0, 2, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,117.42998003959656
"(4, 1, 2, 0, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,117.42998003959656
"(4, 1, 0, 2, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,117.42998003959656
"(4, 3, 0, 2, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,115.8616635799408
"(4, 3, 2, 0, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,115.8616635799408
"(3, 4, 0, 2, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,115.8616635799408
"(3, 4, 2, 0, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,115.8616635799408
"(4, 3, 0, 1, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,114.58968019485474
"(4, 3, 1, 0, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,114.58968019485474
"(3, 4, 0, 1, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,114.58968019485474
"(3, 4, 1, 0, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,114.58968019485474
"(0, 1, 2, 3, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,116.51752519607544
"(0, 1, 3, 2, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,116.51752519607544
"(1, 0, 2, 3, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,116.51752519607544
"(1, 0, 3, 2, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,116.51752519607544
"(2, 1, 0, 3, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,118.60185241699219
"(2, 1, 3, 0, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,118.60185241699219
"(1, 2, 0, 3, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,118.60185241699219
"(1, 2, 3, 0, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,118.60185241699219
"(0, 3, 4, 1, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,115.11270356178284
"(0, 3, 1, 4, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,115.11270356178284
"(3, 0, 4, 1, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,115.11270356178284
"(3, 0, 1, 4, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,115.11270356178284
"(4, 2, 0, 1, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,138.1815254688263
"(4, 2, 1, 0, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,138.1815254688263
"(2, 4, 0, 1, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,138.1815254688263
"(2, 4, 1, 0, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,138.1815254688263
"(3, 0, 2, 1, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,179.25968599319458
"(3, 0, 1, 2, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,179.25968599319458
"(0, 3, 2, 1, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,179.25968599319458
"(0, 3, 1, 2, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,179.25968599319458
"(3, 2, 1, 4, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,166.7708797454834
"(3, 2, 4, 1, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,166.7708797454834
"(2, 3, 1, 4, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,166.7708797454834
"(2, 3, 4, 1, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,166.7708797454834
