sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 4, 2, 1, 3)",98.16666666666667,84.16666666666667,87.16666666666667,73.83333333333333,87.16666666666667,86.1,168.1813452243805
"(0, 4, 1, 2, 3)",98.16666666666667,84.16666666666667,87.16666666666667,73.83333333333333,87.16666666666667,86.1,168.1813452243805
"(4, 0, 2, 1, 3)",98.16666666666667,84.16666666666667,87.16666666666667,73.83333333333333,87.16666666666667,86.1,168.1813452243805
"(4, 0, 1, 2, 3)",98.16666666666667,84.16666666666667,87.16666666666667,73.83333333333333,87.16666666666667,86.1,168.1813452243805
"(1, 4, 2, 0, 3)",97.16666666666667,93.33333333333333,93.16666666666667,97.16666666666667,91.83333333333333,94.53333333333333,174.46834540367126
"(1, 4, 0, 2, 3)",97.16666666666667,93.33333333333333,93.16666666666667,97.16666666666667,91.83333333333333,94.53333333333333,174.46834540367126
"(4, 1, 2, 0, 3)",97.16666666666667,93.33333333333333,93.16666666666667,97.16666666666667,91.83333333333333,94.53333333333333,174.46834540367126
"(4, 1, 0, 2, 3)",97.16666666666667,93.33333333333333,93.16666666666667,97.16666666666667,91.83333333333333,94.53333333333333,174.46834540367126
"(4, 3, 0, 2, 1)",81.16666666666667,97.0,87.16666666666667,90.5,88.66666666666667,88.9,179.0509331226349
"(4, 3, 2, 0, 1)",81.16666666666667,97.0,87.16666666666667,90.5,88.66666666666667,88.9,179.0509331226349
"(3, 4, 0, 2, 1)",81.16666666666667,97.0,87.16666666666667,90.5,88.66666666666667,88.9,179.0509331226349
"(3, 4, 2, 0, 1)",81.16666666666667,97.0,87.16666666666667,90.5,88.66666666666667,88.9,179.0509331226349
"(4, 3, 0, 1, 2)",94.83333333333333,97.33333333333333,90.66666666666667,93.83333333333333,91.16666666666667,93.56666666666666,178.1493318080902
"(4, 3, 1, 0, 2)",94.83333333333333,97.33333333333333,90.66666666666667,93.83333333333333,91.16666666666667,93.56666666666666,178.1493318080902
"(3, 4, 0, 1, 2)",94.83333333333333,97.33333333333333,90.66666666666667,93.83333333333333,91.16666666666667,93.56666666666666,178.1493318080902
"(3, 4, 1, 0, 2)",94.83333333333333,97.33333333333333,90.66666666666667,93.83333333333333,91.16666666666667,93.56666666666666,178.1493318080902
"(0, 1, 2, 3, 4)",97.66666666666667,93.33333333333333,93.66666666666667,95.16666666666667,92.83333333333333,94.53333333333333,172.57203912734985
"(0, 1, 3, 2, 4)",97.66666666666667,93.33333333333333,93.66666666666667,95.16666666666667,92.83333333333333,94.53333333333333,172.57203912734985
