sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 2, 3, 4, 1)",66.66666666666667,70.83333333333333,75.0,71.66666666666667,75.83333333333333,72.0,22.778043508529663
"(3, 2, 0, 1, 4)",89.16666666666667,78.33333333333333,94.16666666666667,87.5,85.83333333333333,87.0,24.375344038009644
"(3, 4, 2, 1, 0)",64.16666666666667,50.833333333333336,54.166666666666664,51.666666666666664,50.0,54.166666666666664,23.260661602020264
"(4, 3, 0, 1, 2)",91.66666666666667,95.0,95.0,85.83333333333333,71.66666666666667,87.83333333333334,24.177905082702637
"(1, 2, 0, 3, 4)",88.33333333333333,74.16666666666667,80.0,85.83333333333333,67.5,79.16666666666666,22.637645721435547
"(3, 2, 1, 4, 0)",90.0,92.5,72.5,51.666666666666664,79.16666666666667,77.16666666666667,22.777792930603027
"(4, 0, 1, 2, 3)",50.833333333333336,82.5,50.0,50.833333333333336,60.833333333333336,59.0,24.02394199371338
"(4, 2, 0, 3, 1)",67.5,60.0,89.16666666666667,78.33333333333333,63.333333333333336,71.66666666666666,23.494512796401978
"(1, 4, 3, 2, 0)",78.33333333333333,60.0,90.83333333333333,56.666666666666664,63.333333333333336,69.83333333333333,23.13647985458374
"(3, 1, 0, 4, 2)",81.66666666666667,73.33333333333333,92.5,77.5,64.16666666666667,77.83333333333334,22.585835695266724
"(3, 2, 4, 0, 1)",93.33333333333333,90.0,56.666666666666664,85.0,75.83333333333333,80.16666666666666,23.51553177833557
"(0, 3, 4, 1, 2)",79.16666666666667,81.66666666666667,84.16666666666667,77.5,71.66666666666667,78.83333333333334,24.702945947647095
"(4, 0, 1, 3, 2)",82.5,92.5,78.33333333333333,88.33333333333333,72.5,82.83333333333333,22.856988430023193
"(2, 4, 1, 0, 3)",61.666666666666664,52.5,70.0,81.66666666666667,78.33333333333333,68.83333333333333,23.353840589523315
"(0, 2, 3, 1, 4)",94.16666666666667,84.16666666666667,93.33333333333333,88.33333333333333,76.66666666666667,87.33333333333334,22.649473428726196
"(0, 2, 1, 4, 3)",90.83333333333333,67.5,81.66666666666667,80.0,80.83333333333333,80.16666666666666,22.549413681030273
"(0, 1, 2, 4, 3)",94.16666666666667,86.66666666666667,71.66666666666667,81.66666666666667,92.5,85.33333333333334,22.907055139541626
"(3, 1, 0, 2, 4)",89.16666666666667,84.16666666666667,99.16666666666667,80.83333333333333,76.66666666666667,86.0,22.867106199264526
"(1, 0, 3, 2, 4)",66.66666666666667,72.5,84.16666666666667,67.5,53.333333333333336,68.83333333333334,24.97116255760193
"(0, 4, 2, 3, 1)",73.33333333333333,72.5,83.33333333333333,85.83333333333333,75.83333333333333,78.16666666666666,23.61699342727661
