sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 2, 3, 4, 1)",82.5,75.83333333333333,87.5,84.16666666666667,83.33333333333333,82.66666666666666,23.83257484436035
"(3, 2, 0, 1, 4)",98.33333333333333,84.16666666666667,99.16666666666667,94.16666666666667,74.16666666666667,90.00000000000001,22.426512479782104
"(3, 4, 2, 1, 0)",80.0,70.83333333333333,72.5,71.66666666666667,74.16666666666667,73.83333333333334,22.85762333869934
"(4, 3, 0, 1, 2)",84.16666666666667,95.0,85.83333333333333,79.16666666666667,74.16666666666667,83.66666666666667,22.968929052352905
"(1, 2, 0, 3, 4)",92.5,72.5,90.83333333333333,89.16666666666667,72.5,83.5,22.461020469665527
"(3, 2, 1, 4, 0)",96.66666666666667,90.0,88.33333333333333,85.83333333333333,91.66666666666667,90.5,22.811830282211304
"(4, 0, 1, 2, 3)",50.833333333333336,70.0,50.0,50.0,51.666666666666664,54.5,22.257259845733643
"(4, 2, 0, 3, 1)",63.333333333333336,43.333333333333336,70.83333333333333,87.5,59.166666666666664,64.83333333333334,22.2530574798584
"(1, 4, 3, 2, 0)",86.66666666666667,89.16666666666667,89.16666666666667,80.0,95.0,88.0,22.329549551010132
"(3, 1, 0, 4, 2)",90.0,80.83333333333333,98.33333333333333,84.16666666666667,65.83333333333333,83.83333333333333,22.916930198669434
"(3, 2, 4, 0, 1)",95.0,72.5,70.83333333333333,91.66666666666667,85.0,83.0,22.622482299804688
"(0, 3, 4, 1, 2)",99.16666666666667,87.5,66.66666666666667,66.66666666666667,61.666666666666664,76.33333333333334,22.139432907104492
"(4, 0, 1, 3, 2)",70.0,81.66666666666667,60.833333333333336,79.16666666666667,56.666666666666664,69.66666666666667,24.15592312812805
"(2, 4, 1, 0, 3)",65.0,55.833333333333336,67.5,70.83333333333333,75.83333333333333,67.0,23.43748188018799
"(0, 2, 3, 1, 4)",90.0,88.33333333333333,90.0,88.33333333333333,73.33333333333333,85.99999999999999,22.407139539718628
"(0, 2, 1, 4, 3)",99.16666666666667,82.5,88.33333333333333,83.33333333333333,93.33333333333333,89.33333333333333,22.635087728500366
"(0, 1, 2, 4, 3)",61.666666666666664,86.66666666666667,81.66666666666667,60.833333333333336,79.16666666666667,74.0,23.07388687133789
"(3, 1, 0, 2, 4)",83.33333333333333,82.5,95.83333333333333,73.33333333333333,67.5,80.49999999999999,22.125860929489136
"(1, 0, 3, 2, 4)",78.33333333333333,90.0,81.66666666666667,79.16666666666667,65.83333333333333,79.0,22.038751125335693
"(0, 4, 2, 3, 1)",95.83333333333333,88.33333333333333,80.83333333333333,91.66666666666667,84.16666666666667,88.16666666666667,22.3866126537323
