sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 2, 3, 4, 1)",66.66666666666667,70.83333333333333,75.0,71.66666666666667,75.83333333333333,72.0,23.453883171081543
"(3, 2, 0, 1, 4)",89.16666666666667,78.33333333333333,94.16666666666667,87.5,85.83333333333333,87.0,24.526198387145996
"(3, 4, 2, 1, 0)",64.16666666666667,50.833333333333336,54.166666666666664,51.666666666666664,50.0,54.166666666666664,23.410155773162842
"(4, 3, 0, 1, 2)",91.66666666666667,95.0,95.0,85.83333333333333,71.66666666666667,87.83333333333334,24.01118516921997
"(1, 2, 0, 3, 4)",88.33333333333333,74.16666666666667,80.0,85.83333333333333,67.5,79.16666666666666,23.186397314071655
"(3, 2, 1, 4, 0)",90.0,92.5,72.5,51.666666666666664,79.16666666666667,77.16666666666667,23.03806734085083
"(4, 0, 1, 2, 3)",50.833333333333336,82.5,50.0,50.833333333333336,60.833333333333336,59.0,23.756348848342896
"(4, 2, 0, 3, 1)",67.5,60.0,89.16666666666667,78.33333333333333,63.333333333333336,71.66666666666666,23.291990280151367
"(1, 4, 3, 2, 0)",78.33333333333333,60.0,90.83333333333333,56.666666666666664,63.333333333333336,69.83333333333333,23.289138793945312
"(3, 1, 0, 4, 2)",81.66666666666667,73.33333333333333,92.5,77.5,64.16666666666667,77.83333333333334,24.32675337791443
"(3, 2, 4, 0, 1)",93.33333333333333,90.0,56.666666666666664,85.0,75.83333333333333,80.16666666666666,23.24046778678894
"(0, 3, 4, 1, 2)",79.16666666666667,81.66666666666667,84.16666666666667,77.5,71.66666666666667,78.83333333333334,23.515687704086304
"(4, 0, 1, 3, 2)",82.5,92.5,78.33333333333333,88.33333333333333,72.5,82.83333333333333,23.487258911132812
"(2, 4, 1, 0, 3)",61.666666666666664,52.5,70.0,81.66666666666667,78.33333333333333,68.83333333333333,24.284870386123657
"(0, 2, 3, 1, 4)",94.16666666666667,84.16666666666667,93.33333333333333,88.33333333333333,76.66666666666667,87.33333333333334,23.39007544517517
"(0, 2, 1, 4, 3)",90.83333333333333,67.5,81.66666666666667,80.0,80.83333333333333,80.16666666666666,22.905930042266846
"(0, 1, 2, 4, 3)",94.16666666666667,86.66666666666667,71.66666666666667,81.66666666666667,92.5,85.33333333333334,22.866462230682373
"(3, 1, 0, 2, 4)",89.16666666666667,84.16666666666667,99.16666666666667,80.83333333333333,76.66666666666667,86.0,25.478077173233032
"(1, 0, 3, 2, 4)",66.66666666666667,72.5,84.16666666666667,67.5,53.333333333333336,68.83333333333334,25.40825867652893
"(0, 4, 2, 3, 1)",73.33333333333333,72.5,83.33333333333333,85.83333333333333,75.83333333333333,78.16666666666666,26.88275122642517
