sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 2, 3, 4, 1)",69.16666666666667,65.0,82.5,60.0,68.33333333333333,69.0,25.731927394866943
"(3, 2, 0, 1, 4)",86.66666666666667,67.5,97.5,74.16666666666667,85.0,82.16666666666667,25.64485764503479
"(3, 4, 2, 1, 0)",72.5,54.166666666666664,51.666666666666664,51.666666666666664,89.16666666666667,63.83333333333333,25.485766410827637
"(4, 3, 0, 1, 2)",74.16666666666667,84.16666666666667,65.83333333333333,78.33333333333333,70.0,74.5,25.68382501602173
"(1, 2, 0, 3, 4)",85.0,78.33333333333333,95.83333333333333,88.33333333333333,75.0,84.49999999999999,25.164881467819214
"(3, 2, 1, 4, 0)",80.0,61.666666666666664,60.833333333333336,60.833333333333336,99.16666666666667,72.5,26.148654222488403
"(4, 0, 1, 2, 3)",86.66666666666667,88.33333333333333,72.5,66.66666666666667,75.83333333333333,78.0,25.7408287525177
"(4, 2, 0, 3, 1)",90.0,64.16666666666667,70.83333333333333,90.83333333333333,80.0,79.16666666666666,26.062222003936768
"(1, 4, 3, 2, 0)",90.0,75.83333333333333,86.66666666666667,85.83333333333333,83.33333333333333,84.33333333333333,28.621379613876343
"(3, 1, 0, 4, 2)",92.5,84.16666666666667,96.66666666666667,80.0,62.5,83.16666666666667,26.10021686553955
"(3, 2, 4, 0, 1)",92.5,85.83333333333333,74.16666666666667,77.5,83.33333333333333,82.66666666666666,27.686616897583008
"(0, 3, 4, 1, 2)",80.83333333333333,89.16666666666667,72.5,60.833333333333336,74.16666666666667,75.5,25.305474758148193
"(4, 0, 1, 3, 2)",70.83333333333333,98.33333333333333,73.33333333333333,89.16666666666667,73.33333333333333,81.0,25.62266445159912
"(2, 4, 1, 0, 3)",71.66666666666667,88.33333333333333,85.83333333333333,97.5,88.33333333333333,86.33333333333333,25.61176824569702
"(0, 2, 3, 1, 4)",85.83333333333333,70.0,91.66666666666667,75.83333333333333,64.16666666666667,77.5,25.23727035522461
"(0, 2, 1, 4, 3)",90.0,75.83333333333333,78.33333333333333,68.33333333333333,75.0,77.49999999999999,25.401850938796997
"(0, 1, 2, 4, 3)",96.66666666666667,92.5,78.33333333333333,80.83333333333333,90.0,87.66666666666666,24.829849004745483
"(3, 1, 0, 2, 4)",94.16666666666667,88.33333333333333,95.0,78.33333333333333,68.33333333333333,84.83333333333333,24.781712293624878
"(1, 0, 3, 2, 4)",80.0,77.5,78.33333333333333,70.83333333333333,63.333333333333336,73.99999999999999,24.122122526168823
"(0, 4, 2, 3, 1)",89.16666666666667,69.16666666666667,70.0,93.33333333333333,70.0,78.33333333333334,24.652153730392456
