sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 4, 2, 1, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,114.16255784034729
"(0, 4, 1, 2, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,114.16255784034729
"(4, 0, 2, 1, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,114.16255784034729
"(4, 0, 1, 2, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,114.16255784034729
"(1, 4, 2, 0, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,114.75777125358582
"(1, 4, 0, 2, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,114.75777125358582
"(4, 1, 2, 0, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,114.75777125358582
"(4, 1, 0, 2, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,114.75777125358582
"(4, 3, 0, 2, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,112.55810475349426
"(4, 3, 2, 0, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,112.55810475349426
"(3, 4, 0, 2, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,112.55810475349426
"(3, 4, 2, 0, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,112.55810475349426
"(4, 3, 0, 1, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,111.19017219543457
"(4, 3, 1, 0, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,111.19017219543457
"(3, 4, 0, 1, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,111.19017219543457
"(3, 4, 1, 0, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,111.19017219543457
"(0, 1, 2, 3, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,114.85859656333923
"(0, 1, 3, 2, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,114.85859656333923
"(1, 0, 2, 3, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,114.85859656333923
"(1, 0, 3, 2, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,114.85859656333923
"(2, 1, 0, 3, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,111.41151666641235
"(2, 1, 3, 0, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,111.41151666641235
"(1, 2, 0, 3, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,111.41151666641235
"(1, 2, 3, 0, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,111.41151666641235
"(0, 3, 4, 1, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,110.37221479415894
"(0, 3, 1, 4, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,110.37221479415894
"(3, 0, 4, 1, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,110.37221479415894
"(3, 0, 1, 4, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,110.37221479415894
"(4, 2, 0, 1, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,110.84948420524597
"(4, 2, 1, 0, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,110.84948420524597
"(2, 4, 0, 1, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,110.84948420524597
"(2, 4, 1, 0, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,110.84948420524597
"(3, 0, 2, 1, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,109.24799990653992
"(3, 0, 1, 2, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,109.24799990653992
"(0, 3, 2, 1, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,109.24799990653992
"(0, 3, 1, 2, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,109.24799990653992
"(3, 2, 1, 4, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,105.26542592048645
"(3, 2, 4, 1, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,105.26542592048645
"(2, 3, 1, 4, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,105.26542592048645
"(2, 3, 4, 1, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,105.26542592048645
