sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(3, 0, 1, 4, 2)",98.66666666666667,97.66666666666667,88.83333333333333,94.33333333333333,93.66666666666667,94.63333333333334,105.32562136650085
"(4, 2, 0, 1, 3)",94.83333333333333,92.16666666666667,93.83333333333333,92.33333333333333,76.16666666666667,89.86666666666666,108.89418935775757
"(4, 2, 1, 0, 3)",94.83333333333333,92.16666666666667,93.83333333333333,92.33333333333333,76.16666666666667,89.86666666666666,108.89418935775757
"(2, 4, 0, 1, 3)",94.83333333333333,92.16666666666667,93.83333333333333,92.33333333333333,76.16666666666667,89.86666666666666,108.89418935775757
"(2, 4, 1, 0, 3)",94.83333333333333,92.16666666666667,93.83333333333333,92.33333333333333,76.16666666666667,89.86666666666666,108.89418935775757
"(3, 0, 2, 1, 4)",95.33333333333333,98.0,97.5,93.66666666666667,92.66666666666667,95.43333333333334,108.31864953041077
"(3, 0, 1, 2, 4)",95.33333333333333,98.0,97.5,93.66666666666667,92.66666666666667,95.43333333333334,108.31864953041077
"(0, 3, 2, 1, 4)",95.33333333333333,98.0,97.5,93.66666666666667,92.66666666666667,95.43333333333334,108.31864953041077
"(0, 3, 1, 2, 4)",95.33333333333333,98.0,97.5,93.66666666666667,92.66666666666667,95.43333333333334,108.31864953041077
"(3, 2, 1, 4, 0)",95.66666666666667,92.0,95.33333333333333,74.33333333333333,98.16666666666667,91.1,109.89895987510681
"(3, 2, 4, 1, 0)",95.66666666666667,92.0,95.33333333333333,74.33333333333333,98.16666666666667,91.1,109.89895987510681
"(2, 3, 1, 4, 0)",95.66666666666667,92.0,95.33333333333333,74.33333333333333,98.16666666666667,91.1,109.89895987510681
"(2, 3, 4, 1, 0)",95.66666666666667,92.0,95.33333333333333,74.33333333333333,98.16666666666667,91.1,109.89895987510681
