sequence,Task1,Task2,Task3,Task4,Task5
"(3, 1, 2, 4, 0)",50.0,50.0,50.0,50.0,50.0
"(3, 1, 2, 0, 4)",61.666666666666664,84.16666666666667,61.666666666666664,75.83333333333333,68.33333333333333
"(2, 0, 1, 3, 4)",92.5,80.0,68.33333333333333,95.83333333333333,69.16666666666667
"(1, 3, 0, 2, 4)",93.33333333333333,79.16666666666667,60.0,81.66666666666667,70.0
