sequence,Task1,Task2,Task3,Task4,Task5
"(3, 1, 2, 4, 0)",91.66666666666667,74.16666666666667,69.16666666666667,60.833333333333336,93.33333333333333
"(3, 1, 2, 0, 4)",49.166666666666664,50.0,52.5,50.833333333333336,49.166666666666664
"(2, 0, 1, 3, 4)",74.16666666666667,82.5,87.5,96.66666666666667,79.16666666666667
"(1, 3, 0, 2, 4)",49.166666666666664,50.0,52.5,50.833333333333336,49.166666666666664
