sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 2, 3, 4, 1)",19.166666666666668,64.16666666666667,80.0,53.333333333333336,77.5,58.833333333333336,192.5879669189453
"(3, 2, 0, 1, 4)",78.33333333333333,52.5,52.5,65.83333333333333,75.0,64.83333333333333,191.972510099411
"(3, 4, 2, 1, 0)",69.16666666666667,46.666666666666664,64.16666666666667,68.33333333333333,88.33333333333333,67.33333333333334,190.116534948349
"(4, 3, 0, 1, 2)",31.666666666666668,45.0,75.0,52.5,76.66666666666667,56.166666666666664,191.13983821868896
"(1, 2, 0, 3, 4)",70.83333333333333,40.0,92.5,87.5,75.83333333333333,73.33333333333333,192.49444603919983
"(3, 2, 1, 4, 0)",89.16666666666667,69.16666666666667,58.333333333333336,48.333333333333336,96.66666666666667,72.33333333333334,193.0228488445282
"(4, 0, 1, 2, 3)",68.33333333333333,74.16666666666667,75.0,49.166666666666664,89.16666666666667,71.16666666666666,194.46398782730103
"(4, 2, 0, 3, 1)",72.5,50.833333333333336,69.16666666666667,79.16666666666667,75.83333333333333,69.5,191.4965741634369
"(1, 4, 3, 2, 0)",61.666666666666664,50.0,85.0,57.5,98.33333333333333,70.5,191.69649386405945
"(3, 1, 0, 4, 2)",58.333333333333336,47.5,70.83333333333333,30.0,72.5,55.833333333333336,192.27658414840698
"(3, 2, 4, 0, 1)",65.83333333333333,51.666666666666664,53.333333333333336,57.5,62.5,58.166666666666664,193.4754319190979
"(0, 3, 4, 1, 2)",35.0,54.166666666666664,17.5,49.166666666666664,90.0,49.166666666666664,192.42953491210938
"(4, 0, 1, 3, 2)",45.0,40.0,61.666666666666664,50.0,71.66666666666667,53.666666666666664,192.32386994361877
"(2, 4, 1, 0, 3)",44.166666666666664,73.33333333333333,51.666666666666664,58.333333333333336,83.33333333333333,62.166666666666664,191.94237422943115
"(0, 2, 3, 1, 4)",43.333333333333336,50.833333333333336,64.16666666666667,74.16666666666667,68.33333333333333,60.16666666666667,175.3567488193512
"(0, 2, 1, 4, 3)",50.833333333333336,49.166666666666664,51.666666666666664,57.5,78.33333333333333,57.5,169.42920804023743
"(0, 1, 2, 4, 3)",95.0,78.33333333333333,66.66666666666667,71.66666666666667,95.0,81.33333333333334,173.740159034729
"(3, 1, 0, 2, 4)",81.66666666666667,65.83333333333333,90.0,57.5,66.66666666666667,72.33333333333334,173.00577688217163
"(1, 0, 3, 2, 4)",52.5,69.16666666666667,65.83333333333333,45.0,60.833333333333336,58.666666666666664,172.81540608406067
"(0, 4, 2, 3, 1)",47.5,54.166666666666664,73.33333333333333,78.33333333333333,75.83333333333333,65.83333333333333,173.1768388748169
