sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 2, 3, 4, 1)",52.5,50.833333333333336,71.66666666666667,50.0,50.833333333333336,55.16666666666667,163.68434715270996
"(3, 2, 0, 1, 4)",74.16666666666667,48.333333333333336,55.833333333333336,51.666666666666664,71.66666666666667,60.333333333333336,161.0322299003601
"(3, 4, 2, 1, 0)",65.83333333333333,55.0,54.166666666666664,54.166666666666664,98.33333333333333,65.5,160.84775114059448
"(4, 3, 0, 1, 2)",38.333333333333336,57.5,60.833333333333336,53.333333333333336,57.5,53.5,170.09811902046204
"(1, 2, 0, 3, 4)",70.0,46.666666666666664,48.333333333333336,79.16666666666667,63.333333333333336,61.5,183.28511571884155
"(3, 2, 1, 4, 0)",56.666666666666664,50.833333333333336,50.0,50.833333333333336,97.5,61.166666666666664,181.24818015098572
"(4, 0, 1, 2, 3)",66.66666666666667,85.0,80.83333333333333,54.166666666666664,90.0,75.33333333333334,182.0060920715332
"(4, 2, 0, 3, 1)",50.0,53.333333333333336,56.666666666666664,60.0,57.5,55.5,181.44938206672668
"(1, 4, 3, 2, 0)",70.0,60.0,85.83333333333333,62.5,98.33333333333333,75.33333333333333,182.2467918395996
"(3, 1, 0, 4, 2)",65.83333333333333,53.333333333333336,64.16666666666667,60.833333333333336,72.5,63.333333333333336,181.74828219413757
"(3, 2, 4, 0, 1)",91.66666666666667,75.83333333333333,60.833333333333336,52.5,85.83333333333333,73.33333333333334,182.28891277313232
"(0, 3, 4, 1, 2)",52.5,80.83333333333333,44.166666666666664,57.5,80.83333333333333,63.166666666666664,181.87217569351196
"(4, 0, 1, 3, 2)",34.166666666666664,50.833333333333336,52.5,42.5,62.5,48.5,181.18328285217285
"(2, 4, 1, 0, 3)",60.0,53.333333333333336,59.166666666666664,95.83333333333333,73.33333333333333,68.33333333333333,182.6335048675537
"(0, 2, 3, 1, 4)",85.0,60.833333333333336,91.66666666666667,83.33333333333333,85.0,81.16666666666666,182.17461919784546
"(0, 2, 1, 4, 3)",86.66666666666667,61.666666666666664,68.33333333333333,65.83333333333333,93.33333333333333,75.16666666666666,179.6549198627472
"(0, 1, 2, 4, 3)",60.0,59.166666666666664,53.333333333333336,59.166666666666664,71.66666666666667,60.666666666666664,179.31362080574036
"(3, 1, 0, 2, 4)",76.66666666666667,70.0,87.5,60.0,72.5,73.33333333333334,180.3560299873352
"(1, 0, 3, 2, 4)",79.16666666666667,85.83333333333333,85.0,41.666666666666664,81.66666666666667,74.66666666666666,180.94118809700012
"(0, 4, 2, 3, 1)",43.333333333333336,50.833333333333336,57.5,70.83333333333333,50.833333333333336,54.666666666666664,181.0895538330078
