sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 4, 2, 1, 3)",99.16666666666667,71.66666666666667,63.333333333333336,74.16666666666667,84.16666666666667,78.50000000000001,25.123265266418457
"(0, 4, 1, 2, 3)",99.16666666666667,71.66666666666667,63.333333333333336,74.16666666666667,84.16666666666667,78.50000000000001,25.123265266418457
"(4, 0, 2, 1, 3)",99.16666666666667,71.66666666666667,63.333333333333336,74.16666666666667,84.16666666666667,78.50000000000001,25.123265266418457
"(4, 0, 1, 2, 3)",99.16666666666667,71.66666666666667,63.333333333333336,74.16666666666667,84.16666666666667,78.50000000000001,25.123265266418457
"(1, 4, 2, 0, 3)",89.16666666666667,81.66666666666667,79.16666666666667,93.33333333333333,87.5,86.16666666666666,26.027538299560547
"(1, 4, 0, 2, 3)",89.16666666666667,81.66666666666667,79.16666666666667,93.33333333333333,87.5,86.16666666666666,26.027538299560547
"(4, 1, 2, 0, 3)",89.16666666666667,81.66666666666667,79.16666666666667,93.33333333333333,87.5,86.16666666666666,26.027538299560547
"(4, 1, 0, 2, 3)",89.16666666666667,81.66666666666667,79.16666666666667,93.33333333333333,87.5,86.16666666666666,26.027538299560547
"(4, 3, 0, 2, 1)",50.0,54.166666666666664,50.0,51.666666666666664,50.0,51.166666666666664,24.893607139587402
"(4, 3, 2, 0, 1)",50.0,54.166666666666664,50.0,51.666666666666664,50.0,51.166666666666664,24.893607139587402
"(3, 4, 0, 2, 1)",50.0,54.166666666666664,50.0,51.666666666666664,50.0,51.166666666666664,24.893607139587402
"(3, 4, 2, 0, 1)",50.0,54.166666666666664,50.0,51.666666666666664,50.0,51.166666666666664,24.893607139587402
"(4, 3, 0, 1, 2)",55.0,84.16666666666667,73.33333333333333,70.83333333333333,63.333333333333336,69.33333333333333,25.256876707077026
"(4, 3, 1, 0, 2)",55.0,84.16666666666667,73.33333333333333,70.83333333333333,63.333333333333336,69.33333333333333,25.256876707077026
"(3, 4, 0, 1, 2)",55.0,84.16666666666667,73.33333333333333,70.83333333333333,63.333333333333336,69.33333333333333,25.256876707077026
"(3, 4, 1, 0, 2)",55.0,84.16666666666667,73.33333333333333,70.83333333333333,63.333333333333336,69.33333333333333,25.256876707077026
"(0, 1, 2, 3, 4)",97.5,86.66666666666667,85.0,88.33333333333333,74.16666666666667,86.33333333333334,25.138760328292847
"(0, 1, 3, 2, 4)",97.5,86.66666666666667,85.0,88.33333333333333,74.16666666666667,86.33333333333334,25.138760328292847
"(1, 0, 2, 3, 4)",97.5,86.66666666666667,85.0,88.33333333333333,74.16666666666667,86.33333333333334,25.138760328292847
"(1, 0, 3, 2, 4)",97.5,86.66666666666667,85.0,88.33333333333333,74.16666666666667,86.33333333333334,25.138760328292847
