sequence,Task1,Task2,Task3,Task4,Task5,Mean,Time_s
"(0, 4, 2, 1, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,180.31814312934875
"(0, 4, 1, 2, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,180.31814312934875
"(4, 0, 2, 1, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,180.31814312934875
"(4, 0, 1, 2, 3)",98.33333333333333,96.83333333333333,81.33333333333333,94.5,91.5,92.5,180.31814312934875
"(1, 4, 2, 0, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,166.0879726409912
"(1, 4, 0, 2, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,166.0879726409912
"(4, 1, 2, 0, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,166.0879726409912
"(4, 1, 0, 2, 3)",95.5,93.0,96.33333333333333,99.0,97.5,96.26666666666667,166.0879726409912
"(4, 3, 0, 2, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,163.67918872833252
"(4, 3, 2, 0, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,163.67918872833252
"(3, 4, 0, 2, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,163.67918872833252
"(3, 4, 2, 0, 1)",95.33333333333333,98.5,99.0,97.66666666666667,98.5,97.8,163.67918872833252
"(4, 3, 0, 1, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,168.23724603652954
"(4, 3, 1, 0, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,168.23724603652954
"(3, 4, 0, 1, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,168.23724603652954
"(3, 4, 1, 0, 2)",93.16666666666667,96.0,99.33333333333333,95.83333333333333,94.66666666666667,95.8,168.23724603652954
"(0, 1, 2, 3, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,178.15468740463257
"(0, 1, 3, 2, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,178.15468740463257
"(1, 0, 2, 3, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,178.15468740463257
"(1, 0, 3, 2, 4)",98.33333333333333,98.33333333333333,96.66666666666667,98.33333333333333,96.5,97.63333333333333,178.15468740463257
"(2, 1, 0, 3, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,153.81397128105164
"(2, 1, 3, 0, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,153.81397128105164
"(1, 2, 0, 3, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,153.81397128105164
"(1, 2, 3, 0, 4)",95.83333333333333,98.33333333333333,99.16666666666667,98.16666666666667,96.66666666666667,97.63333333333334,153.81397128105164
"(0, 3, 4, 1, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,153.06750535964966
"(0, 3, 1, 4, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,153.06750535964966
"(3, 0, 4, 1, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,153.06750535964966
"(3, 0, 1, 4, 2)",99.0,97.5,86.66666666666667,97.16666666666667,95.16666666666667,95.10000000000001,153.06750535964966
"(4, 2, 0, 1, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,164.67128229141235
"(4, 2, 1, 0, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,164.67128229141235
"(2, 4, 0, 1, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,164.67128229141235
"(2, 4, 1, 0, 3)",91.33333333333333,96.33333333333333,98.83333333333333,96.16666666666667,95.66666666666667,95.66666666666667,164.67128229141235
"(3, 0, 2, 1, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,161.33685183525085
"(3, 0, 1, 2, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,161.33685183525085
"(0, 3, 2, 1, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,161.33685183525085
"(0, 3, 1, 2, 4)",94.33333333333333,98.83333333333333,91.66666666666667,92.5,87.0,92.86666666666666,161.33685183525085
"(3, 2, 1, 4, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,145.92851614952087
"(3, 2, 4, 1, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,145.92851614952087
"(2, 3, 1, 4, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,145.92851614952087
"(2, 3, 4, 1, 0)",97.5,92.0,94.0,94.66666666666667,96.0,94.83333333333334,145.92851614952087
